HAGRID	Kingdom	Phylum	Class	Order	Family	Genus	Species	Common name	Female maturity (days)	Male maturity (days)	Gestation/Incubation (days)	Weaning (days)	Litter/Clutch size	Litters/Clutches per year	Inter-litter/Interbirth interval	Birth weight (g)	Weaning weight (g)	Adult weight (g)	Growth rate (1/days)	Maximum longevity (yrs)	Source	Specimen origin	Sample size	Data quality	IMR (per yr)	MRDT (yrs)	Metabolic rate (W)	Body mass (g)	Temperature (K)	References
00183	Animalia	Chordata	Amphibia	Caudata	Proteidae	Proteus	anguinus	Olm	4124		133		35		4562			17		102	934	wild	medium	acceptable		999				485,749,934
00184	Animalia	Chordata	Amphibia	Caudata	Salamandridae	Calotriton	asper	Pyrenean brook newt												26	525	wild	medium	acceptable						525
00185	Animalia	Chordata	Amphibia	Caudata	Salamandridae	Cynops	ensicauda	Brown newt												17.9	451	captivity	medium	acceptable						451
00186	Animalia	Chordata	Amphibia	Caudata	Salamandridae	Cynops	pyrrhogaster	Japanese firebelly newt	913	913	20		200							25	485	captivity	medium	acceptable						85,485,749,880,1260
00187	Animalia	Chordata	Amphibia	Caudata	Salamandridae	Ichthyosaura	alpestris	Laureutis alpine salamander	1460	1095										15	451	captivity	small	acceptable						451,462,525
00188	Animalia	Chordata	Amphibia	Caudata	Salamandridae	Lissotriton	boscai	Bosca's newt					160							8	525	wild	medium	acceptable						525,749
00189	Animalia	Chordata	Amphibia	Caudata	Salamandridae	Lissotriton	vulgaris	Smooth newt	1095	730			180							20	525	captivity	medium	acceptable						525,749
00190	Animalia	Chordata	Amphibia	Caudata	Salamandridae	Lyciasalamandra	fazilae	Fazila's salamander	1096	1096	365									10	1383	wild	medium	acceptable		999				1383
00191	Animalia	Chordata	Amphibia	Caudata	Salamandridae	Notophthalmus	perstriatus	Striped newt	487	487										12.9	485	captivity	large	acceptable						485,749
00192	Animalia	Chordata	Amphibia	Caudata	Salamandridae	Notophthalmus	viridescens	Eastern newt	2000	2000										25	website feedback	captivity	medium	acceptable						233,483,525,528,749
00193	Animalia	Chordata	Amphibia	Caudata	Salamandridae	Pachytriton	brevipes	Tsitou newt												6.5	451	captivity	small	acceptable						451
00194	Animalia	Chordata	Amphibia	Caudata	Salamandridae	Paramesotriton	chinensis	Asian newt												10.3	485	captivity	tiny	acceptable						485
00195	Animalia	Chordata	Amphibia	Caudata	Salamandridae	Pleurodeles	poireti	Algerian newt												14	451	captivity	small	acceptable						451
00196	Animalia	Chordata	Amphibia	Caudata	Salamandridae	Pleurodeles	waltl	Iberian ribbed newt			13		725							19.5	451	captivity	medium	acceptable						451,749
00197	Animalia	Chordata	Amphibia	Caudata	Salamandridae	Salamandra	atra	Golden alpine salamander												17	525	wild	medium	acceptable						525
00198	Animalia	Chordata	Amphibia	Caudata	Salamandridae	Salamandra	salamandra	European fire salamander										19.1		24	451	captivity	medium	acceptable		999	0.00857	19.1	288	37,451,1383
00199	Animalia	Chordata	Amphibia	Caudata	Salamandridae	Salamandrina	perspicillata	Northern spectacled salamander														unknown	medium	low						1383
00200	Animalia	Chordata	Amphibia	Caudata	Salamandridae	Taricha	granulosa	Rough-skinned newt	1278	1278	23							12.32				unknown	small	low			0.00518	12.2	288	37,451,749
00201	Animalia	Chordata	Amphibia	Caudata	Salamandridae	Taricha	rivularis	Red-bellied newt	1825	1825	18		10									unknown	tiny	low						485,749
00202	Animalia	Chordata	Amphibia	Caudata	Salamandridae	Taricha	torosa	California newt	1095	1095	45		122			0.45				21.8	451	captivity	small	acceptable						451,749
00203	Animalia	Chordata	Amphibia	Caudata	Salamandridae	Triturus	carnifex	Italian crested newt												11	525	wild	medium	acceptable						525
00204	Animalia	Chordata	Amphibia	Caudata	Salamandridae	Triturus	cristatus	Northern crested newt			16		225							28	525	captivity	medium	acceptable						327,525,749
00205	Animalia	Chordata	Amphibia	Caudata	Salamandridae	Triturus	marmoratus	Marbled newt	1460	1460										25	525	captivity	small	acceptable						525
00206	Animalia	Chordata	Amphibia	Caudata	Salamandridae	Tylototriton	verrucosus	Mandarin salamander	1460	1460			43							11	525	wild	medium	acceptable						485,525,749
00207	Animalia	Chordata	Amphibia	Caudata	Sirenidae	Siren	intermedia	Lesser siren	730	730	60		350							25.7	451	captivity	medium	acceptable						451,468,749
00208	Animalia	Chordata	Amphibia	Caudata	Sirenidae	Siren	lacertina	Greater siren					500							25	485	captivity	small	acceptable						485,749
00209	Animalia	Chordata	Amphibia	Gymnophiona	Dermophiidae	Dermophis	mexicanus	Mexican burrowing caecilian												13.8	451	captivity	small	acceptable						451
00210	Animalia	Chordata	Amphibia	Gymnophiona	Ichthyophiidae	Ichthyophis	kohtaoensis	Yellow-striped caecilian												7.3	451	captivity	small	acceptable						451
00211	Animalia	Chordata	Amphibia	Gymnophiona	Typhlonectidae	Typhlonectes	compressicauda	Cayenne caecilian												4.9	485	captivity	small	acceptable						485
00212	Animalia	Chordata	Amphibia	Gymnophiona	Typhlonectidae	Typhlonectes	natans	Aquatic caecilian														unknown	medium	low						451
00213	Animalia	Chordata	Ascidiacea	Enterogona	Cionidae	Ciona	intestinalis	Vase tunicate												2	593	wild	small	acceptable						593,1452
00215	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Accipiter	cooperii	Cooper's hawk	730	730	24		4	1		28		526.64	0.212	20.3	427	wild	medium	acceptable						427,444,445,732
00216	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Accipiter	fasciatus	Brown goshawk										453.5		14.9	1305	wild	medium	acceptable						1305,1308
00217	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Accipiter	gentilis	Northern goshawk	365	730	33		3	1				1044.2	0.225	22	450	wild	medium	acceptable						437,444,445,450,729,732,1143
00218	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Accipiter	nisus	Eurasian sparrowhawk	365	365								237.5	0.258	20.2	450	wild	medium	acceptable			0.9516	135		450,510,729,732,820,1143,1150
00219	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Accipiter	novaehollandiae	Grey goshawk										479.583				unknown	small	low						1305,1308
00220	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Accipiter	striatus	Sharp-shinned hawk	365	365	34		4	1				135		19.9	427	wild	medium	acceptable						427,437,444,445
00221	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Aegypius	monachus	Cinereous vulture	1999									9625		39	1	captivity	medium	acceptable						1,821,1308
00222	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Aquila	adalberti	Spanish imperial eagle	1767									3000		44.5	575	captivity	small	acceptable						575,972,1308
00223	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Aquila	audax	Wedge-tailed eagle	1638	1096								3466		40	1	captivity	small	acceptable						1,820,1308
00224	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Aquila	chrysaetos	Golden eagle	1460	1460	40		2	1		110.6		4800	0.126	48	437	captivity	medium	acceptable			4.9929	3000		61,425,437,440,445,732
00225	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Aquila	fasciata	Bonelli's eagle	1090									2000	0.154	20	1	captivity	small	acceptable						1,732,820,1308
00226	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Aquila	heliaca	Eastern imperical eagle	1636									3262		56	1	captivity	medium	acceptable						1,821,1308
00227	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Aquila	nipalensis	Steppe eagle	1454									2745.5		41	1	captivity	small	acceptable						1,820,1308
00228	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Aquila	pomarina	Lesser spotted eagle										1370		26.1	1	wild	medium	acceptable						1,820
00229	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Aquila	rapax	Tawny eagle	1454									1996.1	0.093	40.3	575	captivity	medium	acceptable						575,732,821,1308
00230	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Butastur	indicus	Grey-faced buzzard	727									415		8.5	1	wild	medium	acceptable						1,820,1308
00231	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Buteo	buteo	Buzzard	730	730								1012	0.189	28.8	450	wild	medium	acceptable						450,729,732
00232	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Buteo	jamaicensis	Red-tailed hawk	730	730	31		3	1		57.6		1362	0.188	30.7	427	wild	large	acceptable						1,427,437,444,445,732
00233	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Buteo	lagopus	Rough-legged hawk	730	730	29		5	1		41.62		980.64		18.8	450	wild	small	acceptable						437,444,445,450
00234	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Buteo	lineatus	Red-shouldered hawk	365	365	33		3.5	1		35		607		22.4	427	wild	medium	acceptable			2.11	658		427,435,440,444,445,820
00235	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Buteo	platypterus	Broad-winged hawk	365	365	25		2.5	1		28		454	0.271	18.3	577	wild	small	acceptable						444,445,577,732
00236	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Buteo	regalis	Ferruginous hawk	730	730	32		3	1		51.6		1500	0.171	23.7	427	wild	medium	acceptable						427,437,445,448,732
00237	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Buteo	rufinus	Long-legged buzzard	727									1174.5				unknown	small	low						450,820,1308
00238	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Buteo	solitarius	Hawaiian hawk	1096		38		1			35		505		17	445	wild	medium	acceptable						445,1308
00239	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Buteo	swainsoni	Swainson's hawk	730	730	31		3	1		39.4		980.64	0.158	24.9	427	wild	medium	acceptable						427,437,444,445,732,818
00240	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Buteogallus	anthracinus	Common black hawk	730	730	38		1.5	1				837		13.5	1	wild	medium	acceptable						1,444,445
00241	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Circaetus	cinereus	Brown snake eagle										2048	0.037			unknown	tiny	low						1,732,820
00242	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Circaetus	gallicus	Short-toed eagle	1095	1095								1699.5		17.3	1	wild	medium	acceptable						1,729,820
00243	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Circus	aeruginosus	Western marsh harrier	730	730								711.5		20.1	450	wild	medium	acceptable						450,729,820
00244	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Circus	approximans	Swamp harrier										752.5		11	1305	wild	small	acceptable						1305,1308
00245	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Circus	cyaneus	Northern harrier	365	365	31		4.4	1		23.8		392	0.25	17.1	450	wild	medium	acceptable						437,444,445,450,732
00246	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Circus	macrourus	Pallid harrier	727									388.5		13.5	1	wild	medium	acceptable						1,820,1308
00247	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Circus	pygargus	Montagu's harrier	730	730								315.5		16.3	1	wild	medium	acceptable						1,729,820
00248	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Elanus	axillaris	Black-shouldered kite										265.5		3.5	1305	wild	small	acceptable						1305,1308
00249	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Elanus	caeruleus	Black-winged kite	363									260.5		6	1	wild	medium	acceptable						1,820,1308
00250	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Elanus	leucurus	White-tailed kite	727		30		4.1	1.5		17.4		280		6	427	wild	tiny	acceptable						427,444,445,1308
00251	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Geranoaetus	melanoleucus	Black-chested buzzard-eagle										2447.5		42	575	captivity	medium	acceptable			5.1887	2860		425,575,820
00252	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Gypaetus	barbatus	Bearded vulture	2544									5070		40	1	captivity	medium	acceptable						1,1308,1343
00253	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Gypohierax	angolensis	Palm-nut vulture	1454									1600		27.1	575	captivity	medium	acceptable						575,820,1308
00254	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Gyps	africanus	White-backed vulture	2181									5433	0.045	19.7	575	captivity	medium	acceptable						575,732,820,1308,1343
00255	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Gyps	bengalensis	White-rumped vulture, or Bengal vulture										4385				unknown	tiny	low						575,820
00256	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Gyps	coprotheres	Cape vulture										8177		31.2	1343	wild	medium	acceptable						820,1343
00257	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Gyps	fulvus	Griffon vulture, or Eurasian griffon	1460	1460								7436		41.4	1	captivity	large	acceptable						1,729,820,1356
00258	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Haliaeetus	albicilla	White-tailed sea-eagle	1460	1460	41		2					6696.5	0.14	42	1	captivity	medium	acceptable						1,444,732,1146,1371
00259	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Haliaeetus	leucocephalus	Bald eagle	1460	1460	35		2	1				3175	0.098	48		captivity	large	acceptable						61,437,438,440,444,445,732,1142
00260	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Haliastur	indus	Brahminy kite										529		24.5	1305	wild	tiny	acceptable						1305,1308
00261	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Haliastur	sphenurus	Whistling kite										755		20.4	1305	wild	small	acceptable						1305,1308
00262	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Harpia	harpyja	Harpy eagle	1817									4800		16.8	575	captivity	medium	acceptable						575,820,1308
00263	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Harpyopsis	novaeguineae	New Guinea eagle										2000		30	1	captivity	tiny	acceptable						1,1308
00264	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Hieraaetus	morphnoides	Little eagle										791		38.7	1305	wild	medium	acceptable						1,820,1305
00265	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Ictinia	mississippiensis	Mississippi kite	365	365	31		2	1		17		266	0.169	11.2	427	wild	tiny	acceptable						427,444,445,732
00266	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Kaupifalco	monogrammicus	Lizard buzzard	727									280.5		8.6	1	wild	medium	acceptable						1,820,1308
00267	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Lophoictinia	isura	Square-tailed kite										585.5		17	1	wild	medium	acceptable						1,820
00268	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Milvus	migrans	Black kite	1095	1095								1000	0.179	24		unknown	medium	acceptable						61,729,732,1143,1287
00269	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Milvus	milvus	Red kite	1095	1095								1080		38	1	captivity	medium	acceptable						1,729,820
00270	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Necrosyrtes	monachus	Hooded vulture										2043		21.3	1343	wild	tiny	acceptable						820,1343
00271	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Neophron	percnopterus	Egyptian vulture	1817									2082	0.102	37	1	captivity	medium	acceptable						1,732,820,1278,1308
00272	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Parabuteo	unicinctus	Harris's hawk	365	365	34		3	2				994.26		25	1	captivity	large	acceptable						1,444,445
00273	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Pernis	apivorus	European honey buzzard, or Western honey-buzzard	1095	1095								758		29	1	wild	medium	acceptable			2.36428	652		1,425,729,820
00274	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Pithecophaga	jefferyi	Philippine eagle	1825	2555	63		1					6500		41	515	captivity	small	acceptable						515
00275	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Rostrhamus	sociabilis	Snail kite	365	365	30		3	2		29.3		352.5		17	1	wild	tiny	acceptable						1,61,444,445,1143
00276	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Terathopius	ecaudatus	Bateleur										2200		55	1146	unknown	small	questionable						820,1146
00277	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Torgos	tracheliotus	Lappet-faced vulture												23.9	1343	wild	small	acceptable						1343
00278	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Trigonoceps	occipitalis	White-headed vulture										3016		5.7	1343	wild	tiny	questionable						820,1343
00279	Animalia	Chordata	Aves	Accipitriformes	Cathartidae	Cathartes	aura	Turkey vulture	4015	4015	39		2	1		60		2200	0.126	20.8		unknown	medium	acceptable						444,445,732,977
00280	Animalia	Chordata	Aves	Accipitriformes	Cathartidae	Coragyps	atratus	Black vulture	2920	2920	35		2	1		70		2270	0.1	25.5	576	wild	medium	acceptable						444,445,576,732
00281	Animalia	Chordata	Aves	Accipitriformes	Cathartidae	Gymnogyps	californianus	California condor	2190	2190	57		1	2		185.3		11175		45	1	wild	medium	acceptable						1,61,437,444,445
00282	Animalia	Chordata	Aves	Accipitriformes	Cathartidae	Sarcoramphus	papa	King vulture			57							3405	0.078	40	1	captivity	small	acceptable						1,444,732
00283	Animalia	Chordata	Aves	Accipitriformes	Cathartidae	Vultur	gryphus	Andean condor	2555	2555	56		1					10500	0.078	79	855	captivity	medium	acceptable						2,438,732,855,1149
00284	Animalia	Chordata	Aves	Accipitriformes	Pandionidae	Pandion	cristatus	Eastern osprey	1093	1095								1527.5		21	1305	wild	medium	acceptable						1305,1308
00285	Animalia	Chordata	Aves	Accipitriformes	Pandionidae	Pandion	haliaetus	Osprey	1095	1095	38		3	1		50.3		1362	0.172	32	427	wild	medium	acceptable	0.6					427,437,444,445,732
00286	Animalia	Chordata	Aves	Anseriformes	Anatidae	Aix	galericulata	Mandarin duck	363		29		10.5					570		10.4	0553	wild	small	questionable						553,820,1308
00287	Animalia	Chordata	Aves	Anseriformes	Anatidae	Aix	sponsa	Wood duck	365	365	31		12	2		23.7		452.8		22.5	577	wild	large	acceptable			2.247	448		437,444,445,510,577,1143
00288	Animalia	Chordata	Aves	Anseriformes	Anatidae	Alopochen	aegyptiaca	Egyptian goose	730	730	29		7					1900		25.5	575	captivity	small	acceptable						427,448,575
00289	Animalia	Chordata	Aves	Anseriformes	Anatidae	Anas	acuta	Northern pintail	240	240	22		7.5	1		26		721		27.4	450	wild	large	acceptable						437,444,445,450
00290	Animalia	Chordata	Aves	Anseriformes	Anatidae	Anas	americana	American wigeon	365	365	23		9	1		24		793.8		21.3	576	wild	large	acceptable						444,445,576
